20140103†9:30AM UTC,"Zacks Industry Outlook Highlights: Chevron, Harvest Natural Resources, Abraxas Petroleum, Dril-Quip and Halliburton",http://www.reuters.com/article/2014/01/03/il-zacks-investments-idUSnPnCGgLGkT+16d+PRN20140103,,
20140107†1:00PM UTC,Chevron Fourth Quarter 2013 Earnings Conference Call,http://www.reuters.com/article/2014/01/07/idUSnGNX5psq97+1c0+GNW20140107,,
20140109†5:46PM UTC,Chevron fourth-quarter profit likely to miss as output sags,http://www.reuters.com/article/2014/01/09/us-chevron-forecast-idUSBREA081L620140109,,
20140109†5:41PM UTC,UPDATE 1-Chevron fourth-quarter profit likely to miss as output sags,http://www.reuters.com/article/2014/01/09/chevron-forecast-idUSL2N0KJ2JI20140109,,
20140109†5:18PM UTC,Chevron 4th quarter production dips slightly as prices sag,http://www.reuters.com/article/2014/01/09/chevron-forecast-idUSL2N0KJ2IM20140109,,
20140109†5:00PM UTC,Chevron Issues Interim Update for Fourth Quarter 2013,http://www.reuters.com/article/2014/01/09/ca-chevron-idUSnBw096213a+100+BSW20140109,,
20140113†10:12AM UTC,Chevron gives green light to Britain's North Sea Alder project,http://www.reuters.com/article/2014/01/13/chevron-alder-idUSL3N0KN3H020140113,,
20140113†9:30AM UTC,"The Zacks Analyst Blog Highlights:Chevron, Exxon Mobil, YPF, OMV Aktiengesellschaft and Lockheed Martin",http://www.reuters.com/article/2014/01/13/zacks-analyst-blog-idUSnPnCGjD8kT+169+PRN20140113,,
20140113†9:07AM UTC,Legal challenges delay Chevron's $1 bln Nigeria oil block sales,http://www.reuters.com/article/2014/01/13/chevron-nigeria-idUSL5N0ID3A220140113,,
20140113†8:01AM UTC,"Stock Movements, Conference Call Schedules, Updated Production Guidance, and Meetings - Research Report on Chevron, YPF, Murphy Oil, Ecopetrol, and Eni",http://www.reuters.com/article/2014/01/13/bc-analysts-corner-idUSnPn7SmKhn+94+PRN20140113,,
20140113†7:00AM UTC,Chevron Makes Final Investment Decision on Alder Field in the United Kingdom,http://www.reuters.com/article/2014/01/13/ca-chevron-corporation-idUSnBw135488a+100+BSW20140113,,
20140113†7:00AM UTC,Chevron Announces Government Approval for Alder Field,http://www.reuters.com/article/2014/01/13/chevron-north-sea-ltd-idUSnBw135802a+100+BSW20140113,,
20140121†9:00AM UTC,Gitga'at First Nation Reacts to Announcement of Chevron Canada EPC Contract for Kitimat LNG Project,http://www.reuters.com/article/2014/01/21/idUSnMKWWbrM9a+1e4+MKW20140121,,
20140121†9:00AM UTC,Gitga'at First Nation Reacts to Announcement of Chevron Canada EPC Contract for Kitimat LNG Project,http://www.reuters.com/article/2014/01/21/idUSnCCN69SGn7+1cc+MKW20140121,,
20140127†9:30AM UTC,"Google, Apple, Facebook, Exxon and Chevron are part of Zacks Earnings Preview:",http://www.reuters.com/article/2014/01/27/zacks-earningspreview-idUSnPnCGmzvkT+161+PRN20140127,,
20140127†8:03AM UTC,Nigeria court rules Chevron cannot sell assets pending dispute - lawyer,http://www.reuters.com/article/2014/01/27/nigeria-chevron-idUSL5N0L11WI20140127,,
20140127†7:00AM UTC,UPDATE 1-Chevron-led Kazakh oil firm hits record output in 2013,http://www.reuters.com/article/2014/01/27/oil-kazakhstan-tengizchevroil-idUSL5N0L11CD20140127,,
20140127†6:42AM UTC,Nigeria judge says court should rule in Chevron dispute,http://www.reuters.com/article/2014/01/27/nigeria-chevron-idUSL5N0L11IP20140127,,
20140127†5:55AM UTC,Chevron-led Kazakh oil venture output hits record 27.1 mln T in 2013,http://www.reuters.com/article/2014/01/27/oil-kazakhstan-tengizchevroil-idUSL5N0L118320140127,,
20140129†4:30PM UTC,Chevron Announces Quarterly Dividend,http://www.reuters.com/article/2014/01/29/ca-chevron-idUSnBw296311a+100+BSW20140129,,
20140130†2:56PM UTC,"CEOs of BHP, Chevron, ENI, Kuwait Petroleum, Pemex, Petrobras, Siemens, State Grid of China and Total among the Keynote Speakers at IHS Energy CERAWeek 2014",http://www.reuters.com/article/2014/01/30/co-ihs-idUSnBw306340a+100+BSW20140130,,
20140131†5:54PM UTC,Chevron opts to keep massive budget in bid to boost output,http://www.reuters.com/article/2014/01/31/us-chevron-results-idUSBREA0U0WC20140131,,
20140131†5:53PM UTC,UPDATE 6-Chevron opts to keep massive budget in bid to boost output,http://www.reuters.com/article/2014/01/31/chevron-results-idUSL2N0L50NZ20140131,,
20140131†8:38AM UTC,Chevron 4th-quarter profit drops 32 percent,http://www.reuters.com/article/2014/01/31/chevron-results-idUSL2N0L426V20140131,,
20140131†8:30AM UTC,Chevron Reports Fourth Quarter Net Income of $4.9 Billion and 2013 Earnings of $21.4 Billion,http://www.reuters.com/article/2014/01/31/ca-chevron-idUSnBw315159a+100+BSW20140131,,
20140203†2:00AM UTC,"Chevron, GE Form Technology Alliance",http://www.reuters.com/article/2014/02/03/ct-general-electric-idUSnBw025064a+100+BSW20140203,,
20140203†2:00AM UTC,"Chevron, GE Form Technology Alliance",http://www.reuters.com/article/2014/02/03/ca-chevron-idUSnBw025022a+100+BSW20140203,,
20140206†4:15PM UTC,MRC Global Announces Chevron Award,http://www.reuters.com/article/2014/02/06/tx-mrc-chevron-award-idUSnPnDAqqKB3+166+PRN20140206,,
20140206†8:30AM UTC,"Great East Energy Producing Gas Alongside Energy Giants Shell, Exxon Mobil and Chevron in Ukraine",http://www.reuters.com/article/2014/02/06/idUSnMKWkNsjTa+1d2+MKW20140206,,
20140210†9:30AM UTC,"The Zacks Analyst Blog Highlights:Walt Disney, Chevron, Wal-Mart Stores, Pfizer and Microsoft",http://www.reuters.com/article/2014/02/10/zacks-equity-research-idUSnPnCGqTvkT+169+PRN20140210,,
20140211†2:05PM UTC,Explosion causes fire at Chevron natural gas well in Pennsylvania,http://www.reuters.com/article/2014/02/11/us-usa-explosion-chevron-idUSBREA1A1UD20140211,,
20140211†2:04PM UTC,Explosion causes fire at Chevron natural gas well in Pennsylvania,http://www.reuters.com/article/2014/02/11/usa-explosion-chevron-idUSL2N0LG1E220140211,,
20140211†8:45AM UTC,Chevron‚Äôs Havoline¬Æ Brand Selected as Preferred Motor Oil for Gas Monkey Garage,http://www.reuters.com/article/2014/02/11/ca-chevron-products-idUSnBw115651a+100+BSW20140211,,
20140212†1:31PM UTC,Chevron's Pennsylvania natural gas well still burning after blast,http://www.reuters.com/article/2014/02/12/usa-chevron-blast-idUSL2N0LH1DN20140212,,
20140212†1:57AM UTC,One missing after blast at Chevron gas well in Pennsylvania,http://www.reuters.com/article/2014/02/12/us-usa-explosion-chevron-idUSBREA1B01X20140212,,
20140212†1:56AM UTC,UPDATE 2-One missing after blast at Chevron gas well in Pennsylvania,http://www.reuters.com/article/2014/02/12/usa-explosion-chevron-idUSL2N0LH00Z20140212,,
20140214†4:00AM UTC,ReneSola Supplies Several Million Watts of Solar PV to Chevron,http://www.reuters.com/article/2014/02/14/renesola-supply-pv-idUSnPnCNsbP7H+165+PRN20140214,,
20140218†10:22AM UTC,"Research and Markets: Global Unconventional Gas Market 2014-2018 with BP plc, Chesapeake Energy Corp., Chevron Corp., ExxonMobil Corp., and Royal Dutch Shell plc Dominating",http://www.reuters.com/article/2014/02/18/research-and-markets-idUSnBw186237a+100+BSW20140218,,
20140219†7:40AM UTC,UPDATE 1-OMV sees Rosebank decision with Chevron in 2015,http://www.reuters.com/article/2014/02/19/omv-rosebank-idUSL6N0LO2EJ20140219,,
20140220†1:10PM UTC,Bones examined from Chevron fire site in Pennsylvania,http://www.reuters.com/article/2014/02/20/us-usa-chevron-blast-idUSBREA1J1S720140220,,
20140221†1:09PM UTC,Chevron's oil and natural gas reserves fell slightly in 2013,http://www.reuters.com/article/2014/02/21/chevron-reserves-idUSL2N0LQ1R320140221,,
20140303†12:00PM UTC,Chevron Corporation's 2014 Security Analyst Meeting,http://www.reuters.com/article/2014/03/03/idUSnGNXbG5jtX+1d1+GNW20140303,,
20140304†7:07PM UTC,"U.S. Court Declares Ecuador Judgment Against Chevron Corporation Fraudulent, Unenforceable",http://www.reuters.com/article/2014/03/05/ca-chevron-idUSnBw046908a+100+BSW20140305,,
20140304†6:59PM UTC,Ecuador $9.5 billion ruling against Chevron was corrupt: U.S. judge,http://www.reuters.com/article/2014/03/04/us-chevron-ecuador-idUSBREA231CZ20140304,,
20140304†6:55PM UTC,UPDATE 3-Ecuador $9.5 bln ruling against Chevron was corrupt -U.S. judge,http://www.reuters.com/article/2014/03/04/chevron-ecuador-idUSL1N0M10YM20140304,,
20140304†6:21PM UTC,"Accused of fraud against Chevron, lawyer is defiant in defeat",http://www.reuters.com/article/2014/03/04/us-chevron-ecuador-donziger-idUSBREA2324W20140304,,
20140304†6:20PM UTC,"UPDATE 1-Accused of fraud against Chevron, lawyer is defiant in defeat",http://www.reuters.com/article/2014/03/04/chevron-ecuador-donziger-idUSL1N0M120620140304,,
20140304†4:12PM UTC,"Accused of fraud against Chevron, lawyer is defiant in defeat",http://www.reuters.com/article/2014/03/04/chevron-ecuador-donziger-idUSL1N0M11MR20140304,,
20140304†1:34PM UTC,Chevron CEO says ruling in Ecuador case a 'resounding victory',http://www.reuters.com/article/2014/03/04/us-ceraweek-chevron-ceo-idUSBREA231VJ20140304,,
20140304†1:31PM UTC,UPDATE 2-CERAWEEK-Chevron CEO says ruling in Ecuador case a 'resounding victory',http://www.reuters.com/article/2014/03/04/ceraweek-chevron-ceo-idUSL1N0M114720140304,,
20140304†11:11AM UTC,Chevron Corporation Statement on U.S. Federal Court RICO and Fraud Decision,http://www.reuters.com/article/2014/03/04/ca-chevron-idUSnBw046306a+100+BSW20140304,,
20140304†11:08AM UTC,CERAWEEK-Chevron CEO says ruling in Ecuador case a 'resounding victory',http://www.reuters.com/article/2014/03/04/ceraweek-chevron-ceo-idUSL1N0M111K20140304,,
20140304†10:08AM UTC,U.S. judge rules for Chevron in Ecuador environmental case,http://www.reuters.com/article/2014/03/04/chevron-ecuador-idUSL1N0M10YH20140304,,
20140304†9:47AM UTC,BRIEF-Chevron wins U.S. ruling over Ecuador environmental case,http://www.reuters.com/article/2014/03/04/chevron-brief-idUSWEN00CNY20140304,,
20140306†9:30AM UTC,"The Zacks Analyst Blog Highlights:BP, Chevron, Halliburton, Baker Hughes and Weatherford International",http://www.reuters.com/article/2014/03/06/zacks-equity-research-idUSnPnCGxVfkT+169+PRN20140306,,
20140307†4:22PM UTC,Chevron's U.S. win in Ecuador case looms over cases elsewhere,http://www.reuters.com/article/2014/03/07/us-chevron-ecuador-canada-idUSBREA261P820140307,,
20140307†4:19PM UTC,Chevron's U.S. win in Ecuador case looms over cases elsewhere,http://www.reuters.com/article/2014/03/07/chevron-ecuador-canada-idUSL1N0M21JC20140307,,
20140308†9:00AM UTC,RPT-Chevron's U.S. win in Ecuador case looms over cases elsewhere,http://www.reuters.com/article/2014/03/08/chevron-ecuador-canada-idUSL1N0M423S20140308,,
20140310†11:15AM UTC,"Stock Updates on Oil & Gas Bellwethers: Chevron, Encana, Total S.A., and BP PLC",http://www.reuters.com/article/2014/03/10/bc-ie-idUSnPnq3rrpr+80+PRN20140310,,
20140310†10:38AM UTC,"Ongoing Production Updates, Legal Outcomes, New Business Ventures, and Cash Tender Offers - Analyst Notes on ExxonMobil, Chevron, BP, Encana, and Murphy Oil",http://www.reuters.com/article/2014/03/10/bc-analysts-review-idUSnPnq3rjmX+81+PRN20140310,,
20140311†5:09PM UTC,"UPDATE 5-Chevron cuts production outlook, raises oil price view",http://www.reuters.com/article/2014/03/11/chevron-investor-idUSL2N0M80SU20140311,,
20140311†9:04AM UTC,Chevron cuts 2017 production forecast,http://www.reuters.com/article/2014/03/11/chevron-investor-idUSL2N0M71W420140311,,
