20140106†5:00PM UTC,Merck to Hold Fourth-Quarter 2013 Sales and Earnings Conference Call on February 5,http://www.reuters.com/article/2014/01/06/nj-merck-idUSnBw066743a+100+BSW20140106
20140107†8:01AM UTC,"Presentation Schedules, Stock Movements, Agreements, and New Appointments - Research Report on Celgene, Merck, Bristol-Myers, Valeant, and Mylan",http://www.reuters.com/article/2014/01/07/bc-analysts-corner-idUSnPn7zp0hn+80+PRN20140107
20140108†9:48PM UTC,Novartis in talks with Merck to exchange business units- Bloomberg,http://www.reuters.com/article/2014/01/09/novartis-merck-idUSL3N0KJ0XL20140109
20140108†8:30AM UTC,Merck Receives FDA Approval for ISENTRESS¬Æ (raltegravir) for Pediatric Oral Suspension,http://www.reuters.com/article/2014/01/08/nj-merck-idUSnBw085210a+100+BSW20140108
20140108†8:00AM UTC,"Health Care Sector Under the Lens: Pfizer, Merck & Co., AbbVie and Zogenix",http://www.reuters.com/article/2014/01/08/bc-aaa-research-reports-idUSnPn7JSwhn+98+PRN20140108
20140109†9:24AM UTC,Novartis and Merck discuss earnings-boosting asset swap,http://www.reuters.com/article/2014/01/09/us-novartis-merck-idUSBREA080RA20140109
20140109†9:20AM UTC,UPDATE 1-Novartis and Merck discuss earnings-boosting asset swap,http://www.reuters.com/article/2014/01/09/novartis-merck-idUSL3N0KJ3B520140109
20140109†9:16AM UTC,Dako to collaborate with Merck on development of companion diagnostics for cancer treatment,http://www.reuters.com/article/2014/01/09/idUSnGNX7584kz+1c0+GNW20140109
20140109†9:00AM UTC,Dako to collaborate with Merck on development of companion diagnostics for cancer treatment,http://www.reuters.com/article/2014/01/09/idUSnHUGdsxd+70+ONE20140109
20140109†1:30AM UTC,Eurofins Expands Presence in Discovery Pharmacology and Bioanalysis by Acquiring the Discovery and Development Solutions Business of Merck KGaA,http://www.reuters.com/article/2014/01/09/eurofins-scientific-idUSnBw086156a+100+BSW20140109
20140110†8:00AM UTC,"Healthcare Companies Report Stock Price Movement, Conference Call Schedules, Study Results, and Presentations - Research Report on Merck, Keryx Biopharma, Pacira, Ligand Pharma, and Dyax",http://www.reuters.com/article/2014/01/10/bc-analysts-corner-idUSnPn7ND6hn+98+PRN20140110
20140110†8:00AM UTC,Merck to Present at the 32nd Annual J.P. Morgan Healthcare Conference,http://www.reuters.com/article/2014/01/10/nj-merck-idUSnBw105032a+100+BSW20140110
20140110†4:56AM UTC,"Research and Markets: Sezary Syndrome Global Clinical Trials Review, H2 2013 - Features Players such as Merck & Co., Inc. and Shionogi & Co., Ltd.",http://www.reuters.com/article/2014/01/10/research-and-markets-idUSnBw105176a+100+BSW20140110
20140112†9:00PM UTC,Alnylam Acquires Investigational RNAi Therapeutic Assets from Merck,http://www.reuters.com/article/2014/01/13/ma-alnylam-pharmaceuticl-idUSnBw125032a+100+BSW20140113
20140113†2:01PM UTC,Merck shares jump on early filing for skin cancer drug,http://www.reuters.com/article/2014/01/13/us-merck-brief-idUSBREA0C13D20140113
20140113†1:54PM UTC,UPDATE 2-Merck shares jump on early filing for skin cancer drug,http://www.reuters.com/article/2014/01/13/merck-brief-idUSL3N0KN3QT20140113
20140113†11:53AM UTC,US STOCKS-Wall St down modestly on earnings caution; Merck gains,http://www.reuters.com/article/2014/01/13/markets-usa-stocks-idUSL2N0KN19K20140113
20140113†10:12AM UTC,US STOCKS-Wall St flat on earnings caution; Merck climbs,http://www.reuters.com/article/2014/01/13/markets-usa-stocks-idUSL2N0KN10O20140113
20140113†9:57AM UTC,Merck's anti-blood clot drug should be approved: FDA review,http://www.reuters.com/article/2014/01/13/us-merck-vorapaxar-idUSBREA0C0SZ20140113
20140113†9:55AM UTC,UPDATE 2-Merck's anti-blood clot drug should be approved -U.S. FDA review,http://www.reuters.com/article/2014/01/13/merck-vorapaxar-idUSL2N0KN0UN20140113
20140113†9:01AM UTC,Merck says consumer or animal health move possible in 2014,http://www.reuters.com/article/2014/01/13/merck-mergers-idUSL2N0KN0VT20140113
20140113†8:35AM UTC,Merck's anti-blood clot drug should be approved -U.S. FDA staff,http://www.reuters.com/article/2014/01/13/merck-vorapaxar-idUSL2N0KC0Y820140113
20140113†8:35AM UTC,Merck Provides Update on Accelerated Strategic Actions for Growth at 32nd Annual J.P. Morgan Healthcare Conference,http://www.reuters.com/article/2014/01/13/nj-merck-idUSnBw135960a+100+BSW20140113
20140113†8:30AM UTC,"Merck Initiates Rolling Submission of U.S. Biologics License Application for MK-3475, an Investigational Anti-PD-1 Immunotherapy, in Patients with Advanced Melanoma",http://www.reuters.com/article/2014/01/13/nj-merck-idUSnBw135937a+100+BSW20140113
20140114†11:46AM UTC,"Merck needs a dose of joie de vivre, research chief says",http://www.reuters.com/article/2014/01/14/us-merck-perlmutter-idUSBREA0D12C20140114
20140115†6:59PM UTC,"Merck Statement on FDA Advisory Committee for Vorapaxar, Merck‚Äôs Investigational Antiplatelet Medicine",http://www.reuters.com/article/2014/01/15/nj-merck-idUSnBw156454a+100+BSW20140115
20140115†5:31PM UTC,FDA advisory panel backs Merck's blood clot-preventing drug,http://www.reuters.com/article/2014/01/15/us-merck-vorapaxar-idUSBREA0E1KV20140115
20140115†5:31PM UTC,UPDATE 1-FDA advisory panel backs Merck's blood clot-preventing drug,http://www.reuters.com/article/2014/01/15/merck-vorapaxar-idUSL2N0KP20420140115
20140115†4:19PM UTC,FDA advisory panel backs Merck's blood clot-preventing drug,http://www.reuters.com/article/2014/01/15/merck-vorapaxar-idUSL2N0KP1VE20140115
20140116†9:30AM UTC,"The Zacks Analyst Blog Highlights:Merck, United Continental Holdings, Delta Airline, Boeing and American Airlines Group",http://www.reuters.com/article/2014/01/16/zackscom-idUSnPnCGkCNkT+16d+PRN20140116
20140117†6:34PM UTC,"John Daly, Previous Merck Exec., Offers Consulting Tips",http://www.reuters.com/article/2014/01/17/idUSnMKWYqwxca+1e0+MKW20140117
20140117†10:03AM UTC,Sanford Heisler Adds Four New Class Representatives To $250M Gender Discrimination Class Action Suit Against Pharma Giant Merck,http://www.reuters.com/article/2014/01/17/sanfordheisler-merck-idUSnPnNYkT9mh+168+PRN20140117
20140123†2:37AM UTC,BRIEF-Hi-tech material firm AZ says Merck's offer extended to Feb. 5,http://www.reuters.com/article/2014/01/23/azelectronicmaterials-brief-idUSWLB006TJ20140123
20140124†12:46PM UTC,No serious side effects with Merck allergy pill: FDA documents,http://www.reuters.com/article/2014/01/24/us-merck-allergy-idUSBREA0N1CQ20140124
20140124†12:38PM UTC,No serious side effects with Merck allergy pill -FDA documents,http://www.reuters.com/article/2014/01/24/merck-allergy-idUSL2N0KY15220140124
20140126†6:04PM UTC,UPDATE 1-Merck KGaA CFO returns to Lanxess to succeed former boss as CEO,http://www.reuters.com/article/2014/01/26/lanxess-ceo-idUSL5N0L00OM20140126
20140126†3:57PM UTC,"Lanxess says CEO to step down, Merck KGaA CFO to succeed",http://www.reuters.com/article/2014/01/26/lanxess-ceo-idUSWEB00H6N20140126
20140127†4:39AM UTC,Lanxess lures former finance chief back from Merck for top job,http://www.reuters.com/article/2014/01/27/merck-lanxess-management-idUSL5N0L10TO20140127
20140127†3:08AM UTC,BRIEF-Shares in Merck KGaA fall 11.3 percent after CFO resignation,http://www.reuters.com/article/2014/01/27/merckkgaa-brief-idUSWEB00H6V20140127
20140128†2:12PM UTC,"U.S. FDA panel: data support safety, efficacy of Merck allergy drug",http://www.reuters.com/article/2014/01/28/us-merck-ragwitek-idUSBREA0R1K020140128
20140128†2:11PM UTC,"UPDATE 1-U.S. FDA panel: data support safety, efficacy of Merck allergy drug",http://www.reuters.com/article/2014/01/28/merck-ragwitek-idUSL2N0L21FV20140128
20140128†1:57PM UTC,"U.S. FDA panel: data support safety, efficacy of Merck allergy drug",http://www.reuters.com/article/2014/01/28/merck-ragwitek-idUSL2N0L21DB20140128
20140131†2:06PM UTC,Merck gets buyout interest for consumer health unit: sources,http://www.reuters.com/article/2014/01/31/us-merck-unit-idUSBREA0U1L020140131
20140131†1:58PM UTC,Merck gets buyout interest for consumer health unit -sources,http://www.reuters.com/article/2014/01/31/merck-unit-idUSL2N0L50N520140131
20140203†8:30AM UTC,"Merck Announces Canadian Approval of GRASTEK¬Æ (Standardized Allergenic Extract, Timothy Grass (Phleum pratense) Sublingual Tablet)",http://www.reuters.com/article/2014/02/03/nj-merck-idUSnBw035349a+100+BSW20140203
20140203†8:10AM UTC,"ALK's partner for North America, Merck, announces launch of GRASTEK(R) (GRAZAX(R)) in Canada",http://www.reuters.com/article/2014/02/03/idUSnGNX5qhppN+1c1+GNW20140203
20140203†7:32AM UTC,Ablynx agrees Merck cancer deal worth up to 1.7 billion euros,http://www.reuters.com/article/2014/02/03/us-ablynx-merck-idUSBREA1209K20140203
20140203†7:28AM UTC,UPDATE 1-Ablynx agrees Merck cancer deal worth up to 1.7 bln euros,http://www.reuters.com/article/2014/02/03/ablynx-merck-idUSL5N0L81E720140203
20140203†2:19AM UTC,Ablynx signs Merck deal worth up to 1.7 bln euros,http://www.reuters.com/article/2014/02/03/ablynx-merck-idUSL5N0L80HV20140203
20140203†1:28AM UTC,"BRIEF-Ablynx, Merck sign cancer immunotherapy collaboration, licensing agreement",http://www.reuters.com/article/2014/02/03/ablynx-results-idUSWEB00HJ520140203
20140206†6:10PM UTC,Merck to settle NuvaRing lawsuits for $100 mln -media report,http://www.reuters.com/article/2014/02/06/merck-settlement-idUSL2N0LB27M20140206
20140206†9:03AM UTC,AstraZeneca takes on Merck in Alzheimer's drug race,http://www.reuters.com/article/2014/02/06/astrazeneca-earnings-alzheimers-idUSL5N0LB31520140206
20140206†4:05AM UTC,Merck extends offer for AZ Electronic takeover to Feb. 18,http://www.reuters.com/article/2014/02/06/merck-az-extension-idUSWEB00HUU20140206
20140207†6:07PM UTC,"Merck, Utrecht University to research pig virus vaccine",http://www.reuters.com/article/2014/02/07/us-usa-hogs-virus-idUSBREA161ZD20140207
20140207†6:02PM UTC,"Merck, Utrecht University to research pig virus vaccine",http://www.reuters.com/article/2014/02/07/usa-hogs-virus-idUSL2N0LC20D20140207
20140207†11:53AM UTC,Merck to pay $100 million in NuvaRing contraceptive settlement,http://www.reuters.com/article/2014/02/07/us-merck-nuvaring-idUSBREA1615F20140207
20140207†11:52AM UTC,UPDATE 2-Merck to pay $100 mln in NuvaRing contraceptive settlement,http://www.reuters.com/article/2014/02/07/merck-nuvaring-idUSL2N0LC0WR20140207
