20140106†9:30AM UTC,"The Zacks Analyst Blog Highlights: Fannie Mae, Freddie Mac, JPMorgan Chase, Wells Fargo and Bank of America",http://www.reuters.com/article/2014/01/06/zacks-analyst-blog-idUSnPnCGh1YkT+165+PRN20140106
20140106†8:01AM UTC,"Stock Movements, Acquisition of Credit Card Portfolios, Social Initiatives, and Dividend Rates - Research Report on JPMorgan Chase, SunTrust Banks, TD Bank Group, ICICI, and Scotiabank",http://www.reuters.com/article/2014/01/06/bc-analysts-corner-idUSnPn7znghn+80+PRN20140106
20140107†5:34PM UTC,JPMorgan Chase names Kristin Lemkau chief marketing officer,http://www.reuters.com/article/2014/01/07/us-jpmorgan-marketing-idUSBREA061A720140107
20140107†4:59PM UTC,JPMorgan Chase names Kristin Lemkau chief marketing officer,http://www.reuters.com/article/2014/01/07/us-jpmorgan-marketing-idUSBREA0617S20140107
20140107†4:55PM UTC,JPMorgan Chase names Kristin Lemkau chief marketing officer,http://www.reuters.com/article/2014/01/07/jpmorgan-marketing-idUSL2N0KH21120140107
20140107†2:51PM UTC,SIPA Trustee Announces Settlement Agreements Reached with JPMorgan Chase in Madoff Fraud,http://www.reuters.com/article/2014/01/07/ny-picard-blmis-settlmnt-idUSnBw076710a+100+BSW20140107
20140107†2:01PM UTC,SIPC Issues Statement On JPMorgan Chase Bank Forfeiture Related To Madoff Fraud,http://www.reuters.com/article/2014/01/07/sipc-jpmorgan-reax-idUSnPnDChzXvX+165+PRN20140107
20140107†11:27AM UTC,JPMorgan Chase Names Kristin Lemkau Chief Marketing Officer,http://www.reuters.com/article/2014/01/07/ny-jpmorgan-chase-idUSnBw076386a+100+BSW20140107
20140107†9:21AM UTC,"BRIEF-JPMorgan Chase settles with U.S. over role in Bernard Madoff fraud, to pay $1.7 billion",http://www.reuters.com/article/2014/01/07/jpmorganchase-brief-idUSWEN00BZB20140107
20140108†5:05PM UTC,BRIEF-JPMorgan Chase accord with U.S. over Madoff fraud wins court approval,http://www.reuters.com/article/2014/01/08/jpmorganchase-brief-idUSWEN00C0N20140108
20140109†12:32PM UTC,JPMorgan Chase plans to exit prepaid card business,http://www.reuters.com/article/2014/01/09/us-jpmorgan-cards-prepaid-idUSBREA080XM20140109
20140109†12:25PM UTC,UPDATE 1-JPMorgan Chase plans to exit prepaid card business,http://www.reuters.com/article/2014/01/09/jpmorgan-cards-prepaid-idUSL2N0KJ1I520140109
20140109†11:20AM UTC,JPMorgan Chase plans to exit prepaid card business,http://www.reuters.com/article/2014/01/09/jpmorgan-cards-prepaid-idUSL2N0KJ1AT20140109
20140109†9:30AM UTC,"The Zacks Analyst Blog Highlights: JPMorgan Chase, UBS, HSBC Holdings, Bank of America and General Motors",http://www.reuters.com/article/2014/01/09/il-zacksinvestment-idUSnPnCGj5MkT+165+PRN20140109
20140114†2:38PM UTC,Fitch: JPMorgan Chase Results Largely As Expected; Credit Trends Remain Positive,http://www.reuters.com/article/2014/01/14/ny-fitch-ratings-jpm-idUSnBw146549a+100+BSW20140114
20140114†2:12PM UTC,Fitch: JPMorgan Chase Results Largely As Expected; Credit Trends Remain Positive,http://www.reuters.com/article/2014/01/14/fitch-jpmorgan-chase-results-largely-as-idUSFit68392520140114
20140114†7:17AM UTC,"REG-JP Morgan Chase JPMorgan Chase Reports Fourth-Quarter 2013 Net Income of $5.3 Billion, or $1.30 Per Share, on Revenue1¬†of $24.1 Billion",http://www.reuters.com/article/2014/01/14/j-p-morgan-chase-idUSnBw145835a+100+BSW20140114
20140114†6:59AM UTC,"JPMorgan Chase Reports Fourth-Quarter 2013 Net Income of $5.3 Billion, or $1.30 Per Share, on Revenue1 of $24.1 Billion",http://www.reuters.com/article/2014/01/14/ny-jpmorgan-chase-idUSnBw145806a+100+BSW20140114
20140115†11:00AM UTC,REG-JP Morgan Chase JPMorgan Chase Declares Preferred Stock Dividend,http://www.reuters.com/article/2014/01/15/j-p-morgan-chase-idUSnBw155884a+100+BSW20140115
20140115†11:00AM UTC,JPMorgan Chase Declares Preferred Stock Dividend,http://www.reuters.com/article/2014/01/15/ny-jpmorgan-chase-idUSnBw155883a+100+BSW20140115
20140116†10:30AM UTC,"PayChoice Names Former JPMorgan Chase Executive, Jonathan Wilk, as President",http://www.reuters.com/article/2014/01/16/idUSnMKW2cHtJa+1ca+MKW20140116
20140122†7:00AM UTC,Fir Tree Partners Commences Cash Tender Offer For Certain Residential Mortgage-Backed Securities Subject To The Proposed $4.5 Billion JPMorgan Chase RMBS Settlement,http://www.reuters.com/article/2014/01/22/ny-fir-tree-partners-idUSnPnNElC0fs+168+PRN20140122
20140127†9:30AM UTC,"The Zacks Analyst Blog Highlights:MGM Resorts International, JPMorgan Chase, Las Vegas Sands, Melco Crown Entertainment and Phillips 66",http://www.reuters.com/article/2014/01/27/zacks-equity-research-idUSnPnCGmzpkT+161+PRN20140127
20140128†8:00AM UTC,REG-JP Morgan Chase JPMorgan Chase Announces $1 Million Investment in Higher Education Programs for U.S. Military Veterans,http://www.reuters.com/article/2014/01/28/j-p-morgan-chase-idUSnBw285172a+100+BSW20140128
20140128†8:00AM UTC,JPMorgan Chase Announces $1 Million Investment in Higher Education Programs for U.S. Military Veterans,http://www.reuters.com/article/2014/01/28/ny-jpmorgan-chase-co-idUSnBw285168a+100+BSW20140128
20140129†1:07PM UTC,REG-JPMorgan Chase & Co FRN Variable Rate Fix,http://www.reuters.com/article/2014/01/29/jpmorgan-chase-co-idUSnBw296171a+100+BSW20140129
