https://www.theguardian.com/business/2014/oct/31/charles-holliday-shell-chairman-oil-slump-crude,2014-10-31T00:48:45Z
https://www.theguardian.com/money/2014/nov/03/profiting-from-ebola-is-it-immoral-to-invest-in-companies-that-benefit-from-pandemics,2014-11-03T13:30:06Z
https://www.theguardian.com/business/2014/nov/09/sir-maurice-hodgson,2014-11-09T17:42:12Z
https://www.theguardian.com/business/live/2015/dec/09/german-trade-imports-exports-commodities-oil-bank-of-england-live,2015-12-09T17:55:53Z
https://www.theguardian.com/business/2015/dec/11/dow-chemical-dupont-merger-dowdupont,2015-12-11T14:30:18Z
https://www.theguardian.com/business/2015/dec/12/elephant-takeover-deals-banks-trumpet-bumper-year,2015-12-12T16:00:05Z
https://www.theguardian.com/business/live/2016/feb/03/markets-slip-despite-better-than-expected-chinese-data-business-live,2016-02-03T15:09:31Z
https://www.theguardian.com/business/2016/feb/03/chemchina-makes-43bn-dollar-offer-for-swiss-pesticide-firm-syngenta,2016-02-03T08:58:16Z
https://www.theguardian.com/business/2016/may/23/bayer-bids-62-billion-dollars-for-monsanto-agriculture-gm,2016-05-23T10:40:15Z
https://www.theguardian.com/business/live/2017/mar/29/markets-higher-pound-falls-uk-consumer-credit-business-live,2017-03-29T17:05:09Z
https://www.theguardian.com/business/live/2017/apr/26/stock-markets-highs-ftse-wall-street-trump-tax-reforms-business-live,2017-04-26T19:27:04Z
