https://www.theguardian.com/business/2014/jan/19/total-pledges-tighter-safety-standards-shale-gas,2014-01-19T17:57:27Z
https://www.theguardian.com/business/2014/mar/17/oxfam-report-scale-britain-growing-financial-inequality,2014-03-17T06:00:00Z
https://www.theguardian.com/business/marketforceslive/2014/apr/29/ftse-seven-week-high-bid-talk-bg,2014-04-29T16:18:39Z
https://www.theguardian.com/business/marketforceslive/2014/may/06/ftse-falls-from-nine-week-high-bg-boosted,2014-05-06T15:56:55Z
https://www.theguardian.com/business/marketforceslive/2014/jun/19/bg-bid-unlikey-credit-suisse,2014-06-19T10:07:41Z
https://www.theguardian.com/business/2014/jul/29/bp-sanctions-russian-oil-profits,2014-07-29T18:23:47Z
https://www.theguardian.com/business/live/2014/jul/29/next-profits-bp-russia-sanctions-vodafone-agm-business-live,2014-07-29T17:09:17Z
https://www.theguardian.com/business/2014/jul/29/bp-russia-sanctions-rosneft,2014-07-29T08:27:58Z
https://www.theguardian.com/business/live/2014/sep/19/alibaba-ipo-nyse-stock-price-live-updates,2014-09-19T20:38:00Z
https://www.theguardian.com/business/2014/oct/21/total-boss-killed-plane-crash-christophe-de-margerie-drunk-driver,2014-10-21T09:49:14Z
https://www.theguardian.com/business/2014/oct/26/falling-oil-price-bp-profits-at-risk,2014-10-26T19:13:35Z
https://www.theguardian.com/business/us-money-blog/2014/nov/19/public-eye-nominates-walmart-lifetime-award-worst-corporation-world,2014-11-19T23:41:06Z
https://www.theguardian.com/business/2014/nov/27/plunging-oil-price-pressures-jobs-george-osborne-autumn-statement,2014-11-27T18:53:00Z
https://www.theguardian.com/business/live/2014/nov/28/oil-price-eurozone-deflation-black-friday-house-prices-live,2014-11-28T18:42:27Z
https://www.theguardian.com/business/2014/dec/02/oil-is-crashing-and-its-taking-some-stocks-with-it,2014-12-03T13:00:04Z
https://www.theguardian.com/business/2014/dec/03/oil-collapse-leads-world-economy-trouble,2014-12-03T12:15:03Z
https://www.theguardian.com/business/2014/dec/07/oil-price-down-opec-american-shale,2014-12-07T00:05:08Z
https://www.theguardian.com/business/marketforceslive/2014/dec/16/ftse-shrugs-off-rouble-woes-as-oil-companies-recover-despite-crude-fall,2014-12-16T16:58:28Z
https://www.theguardian.com/business/2015/jan/08/bp-cuts-oil-prices-fall-redundancies,2015-01-08T06:00:01Z
https://www.theguardian.com/business/2015/jan/14/oil-price-slump-could-threaten-north-sea-oilfields,2015-01-14T20:44:53Z
https://www.theguardian.com/business/2015/jan/15/oil-lobby-north-sea-tax-cuts-bp-cuts-jobs,2015-01-15T14:29:14Z
https://www.theguardian.com/business/2015/jan/29/shell-cuts-spending-oil-price-slide,2015-01-29T16:33:00Z
https://www.theguardian.com/business/2015/feb/01/bp-cost-cutting-jobs-oil-price,2015-02-01T15:48:32Z
https://www.theguardian.com/business/2015/feb/03/bp-1bn-loss-oil-prices-shares-profits,2015-02-03T13:26:00Z
https://www.theguardian.com/business/2015/feb/07/north-sea-oil-bitter-economic-winds-retreat-brent,2015-02-07T16:00:01Z
https://www.theguardian.com/business/2015/feb/07/shale-industry-hibernation-us-economy-fears,2015-02-07T16:00:01Z
https://www.theguardian.com/business/2015/feb/19/edelman-public-relations-ends-relationship-american-petroleum-institute,2015-02-19T20:24:39Z
https://www.theguardian.com/business/2015/apr/08/bg-and-shell-could-be-just-the-first-of-many-energy-mergers,2015-04-08T17:31:57Z
https://www.theguardian.com/business/2015/apr/08/shell-takeover-bg-group-oil-industry-future-mergers,2015-04-09T07:22:29Z
https://www.theguardian.com/business/2015/apr/12/oil-price-down-big-petroleum-mergers-shell,2015-04-12T08:00:02Z
https://www.theguardian.com/business/2015/may/25/bp-would-need-to-bring-equipment-from-texas-to-contain-south-australia-oil-spill,2015-05-24T20:20:17Z
